0.7500000e+00   2.8000000e+00   2.9000000e+02   1.1700000e+03   5.4000000e+03   4.6000000e+00   4.5000000e+00   3.1500000e+02   1.8000000e+02   4.2500000e+02   0.4800000e+00   5.7000000e-01   1.9000000e+00   0.3500000e+00   4.8000000e+00   2.4000000e-01
1.1382000e+00   3.1400000e+00   2.9000000e+02   1.3495000e+03   6.6782000e+03   7.6000000e+00   7.6100000e+00   4.6405000e+02   2.9000000e+02   5.5070000e+02   1.0950000e+00   9.9900000e-01   5.9300000e+00   1.0210000e+00   7.1405000e+00   8.2000000e-02
1.1398000e+00   3.1100000e+00   2.8985000e+02   1.3502000e+03   6.6768000e+03   7.5905000e+00   7.5800000e+00   4.6425000e+02   2.8805000e+02   5.5035000e+02   1.0975000e+00   9.9800000e-01   5.9405000e+00   1.0195000e+00   7.1350000e+00   8.3000000e-02
0.6400000e+00   2.4000000e+00   2.8500000e+02   1.1000000e+03   5.0500000e+03   4.1000000e+00   4.0000000e+00   3.0100000e+02   1.4000000e+02   4.0500000e+02   0.3900000e+00   5.1000000e-01   1.6000000e+00   0.2000000e+00   4.2000000e+00   2.9000000e-01
0.6800000e+00   2.5000000e+00   2.7400000e+02   1.1200000e+03   5.1500000e+03   4.3000000e+00   4.4000000e+00   3.0400000e+02   1.6500000e+02   4.2000000e+02   0.4300000e+00   5.4000000e-01   1.7500000e+00   0.2500000e+00   4.3000000e+00   2.7000000e-01
1.1350000e+00   3.1500000e+00   2.8950000e+02   1.3485000e+03   6.6750000e+03   7.5800000e+00   7.5500000e+00   4.6400000e+02   2.8800000e+02   5.4950000e+02   1.1000000e+00   9.9700000e-01   5.9600000e+00   1.0220000e+00   7.1350000e+00   8.0000000e-02
1.1390000e+00   3.0500000e+00   2.8980000e+02   1.3500000e+03   6.6790000e+03   7.5900000e+00   7.6100000e+00   4.6450000e+02   2.8850000e+02   5.5020000e+02   1.0980000e+00   9.9500000e-01   5.9500000e+00   1.0200000e+00   7.1400000e+00   8.2000000e-02
0.6400000e+00   2.4000000e+00   2.8500000e+02   1.1000000e+03   5.0500000e+03   4.1000000e+00   4.0000000e+00   3.0100000e+02   1.4000000e+02   4.0500000e+02   0.3900000e+00   5.1000000e-01   1.6000000e+00   0.2000000e+00   4.2000000e+00   2.9000000e-01
1.1345000e+00   3.0800000e+00   2.8955000e+02   1.3490000e+03   6.6755000e+03   7.5700000e+00   7.5800000e+00   4.6420000e+02   2.8700000e+02   5.5050000e+02   1.0910000e+00   9.9650000e-01   5.9250000e+00   1.0190000e+00   7.1450000e+00   8.1000000e-02
1.1375000e+00   3.0600000e+00   2.8990000e+02   1.3510000e+03   6.6765000e+03   7.5900000e+00   7.6000000e+00   4.6440000e+02   2.8820000e+02   5.5105000e+02   1.0960000e+00   9.9800000e-01   5.9400000e+00   1.0205000e+00   7.1380000e+00   8.2500000e-02
1.1380000e+00   3.0000000e+00   2.8996400e+02   1.3494890e+03   6.6773800e+03   7.5840000e+00   7.5840000e+00   4.6400600e+02   2.8800000e+02   5.5056300e+02   1.0960000e+00   9.9800000e-01   5.9470000e+00   1.0190000e+00   7.1370000e+00   8.2000000e-02
1.1385000e+00   3.1000000e+00   2.9000000e+02   1.3500000e+03   6.6780000e+03   7.6000000e+00   7.6000000e+00   4.6500000e+02   2.9000000e+02   5.5100000e+02   1.0950000e+00   9.9900000e-01   5.9500000e+00   1.0200000e+00   7.1500000e+00   8.3000000e-02
0.6000000e+00   2.5000000e+00   2.8000000e+02   1.2000000e+03   5.0000000e+03   4.0000000e+00   4.0000000e+00   3.0000000e+02   1.8000000e+02   4.0000000e+02   0.5000000e+00   6.0000000e-01   2.0000000e+00   0.3000000e+00   4.0000000e+00   2.5000000e-01
1.1370000e+00   3.2000000e+00   2.8950000e+02   1.3480000e+03   6.6760000e+03   7.5000000e+00   7.6000000e+00   4.6300000e+02   2.8700000e+02   5.5000000e+02   1.0970000e+00   9.9800000e-01   5.9400000e+00   1.0180000e+00   7.1200000e+00   8.1000000e-02
1.1350000e+00   3.1500000e+00   2.8950000e+02   1.3485000e+03   6.6750000e+03   7.5800000e+00   7.5500000e+00   4.6400000e+02   2.8800000e+02   5.4950000e+02   1.1000000e+00   9.9700000e-01   5.9600000e+00   1.0220000e+00   7.1350000e+00   8.0000000e-02
0.6500000e+00   2.6000000e+00   2.7500000e+02   1.1500000e+03   5.2000000e+03   4.5000000e+00   4.5000000e+00   3.1000000e+02   1.7500000e+02   4.2000000e+02   0.4500000e+00   5.5000000e-01   1.8000000e+00   0.2500000e+00   4.5000000e+00   2.0000000e-01
0.7000000e+00   2.7000000e+00   2.7000000e+02   1.1000000e+03   5.1000000e+03   4.2000000e+00   4.0000000e+00   3.0500000e+02   1.5000000e+02   4.1000000e+02   0.4000000e+00   5.0000000e-01   1.7000000e+00   0.2000000e+00   4.2000000e+00   2.8000000e-01
1.1390000e+00   3.0500000e+00   2.8980000e+02   1.3500000e+03   6.6790000e+03   7.5900000e+00   7.6100000e+00   4.6450000e+02   2.8850000e+02   5.5020000e+02   1.0980000e+00   9.9500000e-01   5.9500000e+00   1.0200000e+00   7.1400000e+00   8.2000000e-02
1.1360000e+00   3.1200000e+00   2.8970000e+02   1.3470000e+03   6.6740000e+03   7.5800000e+00   7.5500000e+00   4.6410000e+02   2.8900000e+02   5.5100000e+02   1.0920000e+00   9.9700000e-01   5.9200000e+00   1.0160000e+00   7.1300000e+00   8.3000000e-02
0.6800000e+00   2.5500000e+00   2.7200000e+02   1.1200000e+03   5.0500000e+03   4.1000000e+00   4.1000000e+00   3.0700000e+02   1.6000000e+02   4.0500000e+02   0.3700000e+00   5.2000000e-01   1.6500000e+00   0.1500000e+00   4.3000000e+00   2.7000000e-01
0.6200000e+00   2.4500000e+00   2.7500000e+02   1.1300000e+03   5.0000000e+03   4.3000000e+00   4.2000000e+00   3.0200000e+02   1.5500000e+02   4.1500000e+02   0.4200000e+00   5.3000000e-01   1.5500000e+00   0.3000000e+00   4.6000000e+00   2.6000000e-01
0.7500000e+00   2.8000000e+00   2.9000000e+02   1.1700000e+03   5.4000000e+03   4.6000000e+00   4.5000000e+00   3.1500000e+02   1.8000000e+02   4.2500000e+02   0.4800000e+00   5.7000000e-01   1.9000000e+00   0.3500000e+00   4.8000000e+00   2.4000000e-01
1.1382000e+00   3.1400000e+00   2.9000000e+02   1.3495000e+03   6.6782000e+03   7.6000000e+00   7.6100000e+00   4.6405000e+02   2.9000000e+02   5.5070000e+02   1.0950000e+00   9.9900000e-01   5.9300000e+00   1.0210000e+00   7.1405000e+00   8.2000000e-02
1.1398000e+00   3.1100000e+00   2.8985000e+02   1.3502000e+03   6.6768000e+03   7.5905000e+00   7.5800000e+00   4.6425000e+02   2.8805000e+02   5.5035000e+02   1.0975000e+00   9.9800000e-01   5.9405000e+00   1.0195000e+00   7.1350000e+00   8.3000000e-02
0.6400000e+00   2.4000000e+00   2.8500000e+02   1.1000000e+03   5.0500000e+03   4.1000000e+00   4.0000000e+00   3.0100000e+02   1.4000000e+02   4.0500000e+02   0.3900000e+00   5.1000000e-01   1.6000000e+00   0.2000000e+00   4.2000000e+00   2.9000000e-01
0.6800000e+00   2.5000000e+00   2.7400000e+02   1.1200000e+03   5.1500000e+03   4.3000000e+00   4.4000000e+00   3.0400000e+02   1.6500000e+02   4.2000000e+02   0.4300000e+00   5.4000000e-01   1.7500000e+00   0.2500000e+00   4.3000000e+00   2.7000000e-01
1.1350000e+00   3.1500000e+00   2.8950000e+02   1.3485000e+03   6.6750000e+03   7.5800000e+00   7.5500000e+00   4.6400000e+02   2.8800000e+02   5.4950000e+02   1.1000000e+00   9.9700000e-01   5.9600000e+00   1.0220000e+00   7.1350000e+00   8.0000000e-02
1.1390000e+00   3.0500000e+00   2.8980000e+02   1.3500000e+03   6.6790000e+03   7.5900000e+00   7.6100000e+00   4.6450000e+02   2.8850000e+02   5.5020000e+02   1.0980000e+00   9.9500000e-01   5.9500000e+00   1.0200000e+00   7.1400000e+00   8.2000000e-02
0.6400000e+00   2.4000000e+00   2.8500000e+02   1.1000000e+03   5.0500000e+03   4.1000000e+00   4.0000000e+00   3.0100000e+02   1.4000000e+02   4.0500000e+02   0.3900000e+00   5.1000000e-01   1.6000000e+00   0.2000000e+00   4.2000000e+00   2.9000000e-01
1.1345000e+00   3.0800000e+00   2.8955000e+02   1.3490000e+03   6.6755000e+03   7.5700000e+00   7.5800000e+00   4.6420000e+02   2.8700000e+02   5.5050000e+02   1.0910000e+00   9.9650000e-01   5.9250000e+00   1.0190000e+00   7.1450000e+00   8.1000000e-02
1.1375000e+00   3.0600000e+00   2.8990000e+02   1.3510000e+03   6.6765000e+03   7.5900000e+00   7.6000000e+00   4.6440000e+02   2.8820000e+02   5.5105000e+02   1.0960000e+00   9.9800000e-01   5.9400000e+00   1.0205000e+00   7.1380000e+00   8.2500000e-02






